9.7952e+10	  1.2323e+11
1.9590e+11	  2.5661e+11
2.9386e+11	  3.9957e+11
3.9181e+11	  5.5152e+11
4.8976e+11	  7.1185e+11
5.8771e+11	  8.7999e+11
6.8567e+11	  1.0553e+12
7.8362e+11	  1.2373e+12
8.8157e+11	  1.4253e+12
9.7952e+11	  1.6187e+12
1.0775e+12	  1.8170e+12
1.1754e+12	  2.0196e+12
1.2734e+12	  2.2258e+12
1.3713e+12	  2.4351e+12
1.4693e+12	  2.6469e+12
1.5672e+12	  2.8606e+12
1.6652e+12	  3.0756e+12
1.7631e+12	  3.2913e+12
1.8611e+12	  3.5072e+12
1.9590e+12	  3.7226e+12
2.0570e+12	  3.9369e+12
2.1550e+12	  4.1496e+12
2.2529e+12	  4.3600e+12
2.3509e+12	  4.5677e+12
2.4488e+12	  4.7719e+12
2.5468e+12	  4.9721e+12
2.6447e+12	  5.1678e+12
2.7427e+12	  5.3582e+12
2.8406e+12	  5.5429e+12
2.9386e+12	  5.7212e+12
3.0365e+12	  5.8925e+12
3.1345e+12	  6.0564e+12
3.2324e+12	  6.2120e+12
3.3304e+12	  6.3590e+12
3.4283e+12	  6.4966e+12
3.5263e+12	  6.6244e+12
3.6242e+12	  6.7416e+12
3.7222e+12	  6.8478e+12
3.8201e+12	  6.9422e+12
3.9181e+12	  7.0244e+12
4.0160e+12	  7.0938e+12
4.1140e+12	  7.1497e+12
4.2119e+12	  7.1916e+12
4.3099e+12	  7.2188e+12
4.4079e+12	  7.2308e+12
4.5058e+12	  7.2271e+12
4.6038e+12	  7.2069e+12
4.7017e+12	  7.1697e+12
4.7997e+12	  7.1150e+12
4.8976e+12	  7.0421e+12
4.9956e+12	  6.9504e+12
5.0935e+12	  6.8394e+12
5.1915e+12	  6.7095e+12
5.2894e+12	  6.5628e+12
5.3874e+12	  6.4011e+12
5.4853e+12	  6.2265e+12
5.5833e+12	  6.0410e+12
5.6812e+12	  5.8466e+12
5.7792e+12	  5.6453e+12
5.8771e+12	  5.4392e+12
5.9751e+12	  5.2302e+12
6.0730e+12	  5.0204e+12
6.1710e+12	  4.8118e+12
6.2689e+12	  4.6064e+12
6.3669e+12	  4.4061e+12
6.4649e+12	  4.2131e+12
6.5628e+12	  4.0293e+12
6.6608e+12	  3.8567e+12
6.7587e+12	  3.6974e+12
6.8567e+12	  3.5533e+12
6.9546e+12	  3.4265e+12
7.0526e+12	  3.3190e+12
7.1505e+12	  3.2328e+12
7.2485e+12	  3.1698e+12
7.3464e+12	  3.1323e+12
7.4444e+12	  3.1220e+12
7.5423e+12	  3.1411e+12
7.6403e+12	  3.1915e+12
7.7382e+12	  3.2753e+12
7.8362e+12	  3.3945e+12
7.9341e+12	  3.5511e+12
8.0321e+12	  3.7470e+12
8.1300e+12	  3.9844e+12
8.2280e+12	  4.2653e+12
8.3259e+12	  4.5915e+12
8.4239e+12	  4.9652e+12
8.5218e+12	  5.3884e+12
8.6198e+12	  5.8631e+12
8.7178e+12	  6.3912e+12
8.8157e+12	  6.9748e+12
8.9137e+12	  7.6160e+12
9.0116e+12	  8.3167e+12
9.1096e+12	  9.0789e+12
9.2075e+12	  9.9046e+12
9.3055e+12	  1.0796e+13
9.4034e+12	  1.1755e+13
9.5014e+12	  1.2783e+13
9.5993e+12	  1.3883e+13
9.6973e+12	  1.5055e+13
9.7952e+12	  1.6300e+13
9.8932e+12	  1.7617e+13
9.9911e+12	  1.9008e+13
1.0089e+13	  2.0471e+13
1.0187e+13	  2.2009e+13
1.0285e+13	  2.3620e+13
1.0383e+13	  2.5306e+13
1.0481e+13	  2.7066e+13
1.0579e+13	  2.8901e+13
1.0677e+13	  3.0811e+13
1.0775e+13	  3.2797e+13
1.0873e+13	  3.4859e+13
1.0971e+13	  3.6996e+13
1.1069e+13	  3.9210e+13
1.1167e+13	  4.1501e+13
1.1265e+13	  4.3868e+13
1.1362e+13	  4.6313e+13
1.1460e+13	  4.8835e+13
1.1558e+13	  5.1436e+13
1.1656e+13	  5.4114e+13
1.1754e+13	  5.6871e+13
1.1852e+13	  5.9706e+13
1.1950e+13	  6.2621e+13
1.2048e+13	  6.5615e+13
1.2146e+13	  6.8688e+13
1.2244e+13	  7.1842e+13
1.2342e+13	  7.5077e+13
1.2440e+13	  7.8394e+13
1.2538e+13	  8.1797e+13
1.2636e+13	  8.5286e+13
1.2734e+13	  8.8864e+13
1.2832e+13	  9.2532e+13
1.2930e+13	  9.6292e+13
1.3028e+13	  1.0015e+14
1.3126e+13	  1.0410e+14
1.3224e+13	  1.0814e+14
1.3322e+13	  1.1229e+14
1.3419e+13	  1.1654e+14
1.3517e+13	  1.2089e+14
1.3615e+13	  1.2535e+14
1.3713e+13	  1.2992e+14
1.3811e+13	  1.3459e+14
1.3909e+13	  1.3938e+14
1.4007e+13	  1.4428e+14
1.4105e+13	  1.4929e+14
1.4203e+13	  1.5442e+14
1.4301e+13	  1.5966e+14
1.4399e+13	  1.6503e+14
1.4497e+13	  1.7052e+14
1.4595e+13	  1.7613e+14
1.4693e+13	  1.8188e+14
1.4791e+13	  1.8778e+14
1.4889e+13	  1.9385e+14
1.4987e+13	  2.0012e+14
1.5085e+13	  2.0661e+14
1.5183e+13	  2.1335e+14
1.5281e+13	  2.2034e+14
1.5379e+13	  2.2762e+14
1.5476e+13	  2.3521e+14
1.5574e+13	  2.4312e+14
1.5672e+13	  2.5139e+14
1.5770e+13	  2.6003e+14
1.5868e+13	  2.6906e+14
1.5966e+13	  2.7851e+14
1.6064e+13	  2.8839e+14
1.6162e+13	  2.9874e+14
1.6260e+13	  3.0957e+14
1.6358e+13	  3.2090e+14
1.6456e+13	  3.3276e+14
1.6554e+13	  3.4517e+14
1.6652e+13	  3.5815e+14
1.6750e+13	  3.7169e+14
1.6848e+13	  3.8572e+14
1.6946e+13	  4.0013e+14
1.7044e+13	  4.1482e+14
1.7142e+13	  4.2970e+14
1.7240e+13	  4.4466e+14
1.7338e+13	  4.5960e+14
1.7436e+13	  4.7443e+14
1.7533e+13	  4.8904e+14
1.7631e+13	  5.0334e+14
1.7729e+13	  5.1721e+14
1.7827e+13	  5.3057e+14
1.7925e+13	  5.4332e+14
1.8023e+13	  5.5535e+14
1.8121e+13	  5.6656e+14
1.8219e+13	  5.7685e+14
1.8317e+13	  5.8613e+14
1.8415e+13	  5.9429e+14
1.8513e+13	  6.0129e+14
1.8611e+13	  6.0739e+14
1.8709e+13	  6.1299e+14
1.8807e+13	  6.1849e+14
1.8905e+13	  6.2428e+14
1.9003e+13	  6.3077e+14
1.9101e+13	  6.3834e+14
1.9199e+13	  6.4739e+14
1.9297e+13	  6.5832e+14
1.9395e+13	  6.7153e+14
1.9493e+13	  6.8741e+14
1.9590e+13	  7.0635e+14
1.9688e+13	  7.2869e+14
1.9786e+13	  7.5418e+14
1.9884e+13	  7.8230e+14
1.9982e+13	  8.1255e+14
2.0080e+13	  8.4439e+14
2.0178e+13	  8.7732e+14
2.0276e+13	  9.1081e+14
2.0374e+13	  9.4436e+14
2.0472e+13	  9.7743e+14
2.0570e+13	  1.0096e+15
2.0668e+13	  1.0408e+15
2.0766e+13	  1.0712e+15
2.0864e+13	  1.1012e+15
2.0962e+13	  1.1309e+15
2.1060e+13	  1.1605e+15
2.1158e+13	  1.1903e+15
2.1256e+13	  1.2206e+15
2.1354e+13	  1.2515e+15
2.1452e+13	  1.2832e+15
2.1550e+13	  1.3155e+15
2.1647e+13	  1.3481e+15
2.1745e+13	  1.3806e+15
2.1843e+13	  1.4126e+15
2.1941e+13	  1.4437e+15
2.2039e+13	  1.4735e+15
2.2137e+13	  1.5016e+15
2.2235e+13	  1.5276e+15
2.2333e+13	  1.5512e+15
2.2431e+13	  1.5731e+15
2.2529e+13	  1.5946e+15
2.2627e+13	  1.6171e+15
2.2725e+13	  1.6418e+15
2.2823e+13	  1.6702e+15
2.2921e+13	  1.7036e+15
2.3019e+13	  1.7432e+15
2.3117e+13	  1.7905e+15
2.3215e+13	  1.8466e+15
2.3313e+13	  1.9107e+15
2.3411e+13	  1.9804e+15
2.3509e+13	  2.0531e+15
2.3607e+13	  2.1265e+15
2.3704e+13	  2.1981e+15
2.3802e+13	  2.2656e+15
2.3900e+13	  2.3280e+15
2.3998e+13	  2.3854e+15
2.4096e+13	  2.4378e+15
2.4194e+13	  2.4852e+15
2.4292e+13	  2.5276e+15
2.4390e+13	  2.5651e+15
2.4488e+13	  2.5978e+15
2.4586e+13	  2.6255e+15
2.4684e+13	  2.6485e+15
2.4782e+13	  2.6681e+15
2.4880e+13	  2.6867e+15
2.4978e+13	  2.7064e+15
2.5076e+13	  2.7296e+15
2.5174e+13	  2.7584e+15
2.5272e+13	  2.7951e+15
2.5370e+13	  2.8389e+15
2.5468e+13	  2.8872e+15
2.5566e+13	  2.9370e+15
2.5663e+13	  2.9857e+15
2.5761e+13	  3.0304e+15
2.5859e+13	  3.0685e+15
2.5957e+13	  3.0994e+15
2.6055e+13	  3.1238e+15
2.6153e+13	  3.1425e+15
2.6251e+13	  3.1566e+15
2.6349e+13	  3.1668e+15
2.6447e+13	  3.1740e+15
2.6545e+13	  3.1791e+15
2.6643e+13	  3.1829e+15
2.6741e+13	  3.1863e+15
2.6839e+13	  3.1895e+15
2.6937e+13	  3.1923e+15
2.7035e+13	  3.1946e+15
2.7133e+13	  3.1961e+15
2.7231e+13	  3.1965e+15
2.7329e+13	  3.1956e+15
2.7427e+13	  3.1932e+15
